sim_id,context_turn,total_msgs,msg_idx,msg_dist,asst_turns_dist,role,fine_role,attn_mean,attn_sum,token_count,seq_len,attn_frac,src_file
2b4996df-442,14,16,14,0,0,assistant,asst_gen,0.002165678424477309,0.46995221811157606,217,1108,0.4699522225459422,stress_baseline_1x10_task10_1st
d0706450-3f9,2,14,0,2,1,assistant,asst_greeting,0.01874543419439255,0.16870890774953295,9,136,0.16870890789959145,stress_baseline_1x10_task10_1st
d0706450-3f9,2,14,1,1,0,user,user_msg,0.003601761364159391,0.27373386367611374,76,136,0.27373386391958693,stress_baseline_1x10_task10_1st
d0706450-3f9,2,14,2,0,0,assistant,asst_gen,0.01093249466046865,0.5575572276839011,51,136,0.5575572281798217,stress_baseline_1x10_task10_1st
d0706450-3f9,4,14,0,4,2,assistant,asst_greeting,0.01261819904680629,0.11356379142125661,9,228,0.11356379160780285,stress_baseline_1x10_task10_1st
d0706450-3f9,4,14,1,3,1,user,user_msg,0.002582186290068029,0.1962461580451702,76,228,0.19624615836753512,stress_baseline_1x10_task10_1st
d0706450-3f9,4,14,2,2,1,assistant,asst_gen,0.005093983753438664,0.25979317142537184,51,228,0.25979317185212264,stress_baseline_1x10_task10_1st
d0706450-3f9,4,14,3,1,0,user,user_msg,0.001817950135066187,0.032723102431191364,18,228,0.032723102484944165,stress_baseline_1x10_task10_1st
d0706450-3f9,4,14,4,0,0,assistant,asst_gen,0.005373969932883163,0.3976737750333541,74,228,0.3976737756865953,stress_baseline_1x10_task10_1st
d0706450-3f9,6,14,0,6,3,assistant,asst_greeting,0.008628022053017048,0.07765219847715343,9,330,0.07765219848923419,stress_baseline_1x10_task10_1st
d0706450-3f9,6,14,1,5,2,user,user_msg,0.0011166282840639795,0.08486374958886245,76,330,0.08486374960206515,stress_baseline_1x10_task10_1st
d0706450-3f9,6,14,2,4,2,assistant,asst_gen,0.0027126306073765303,0.13834416097620306,51,330,0.13834416099772598,stress_baseline_1x10_task10_1st
d0706450-3f9,6,14,3,3,1,user,user_msg,0.0008785987543073285,0.015814777577531913,18,330,0.0158147775799923,stress_baseline_1x10_task10_1st
